Number,Volume,Close Price,Timestamp
388,3,8.67,20240809
389,2,8.48,20240809
390,41,8.39,20240809
391,0,0.0,20240808
392,1,8.49,20240808
393,6,8.65,20240808
394,2,8.44,20240808
395,1,8.62,20240808
396,0,0.0,20240808
397,3,9.17,20240808
398,0,0.0,20240808
399,0,0.0,20240808
400,0,0.0,20240808
401,2,9.02,20240808
402,0,0.0,20240808
403,100,8.76,20240808
404,0,0.0,20240808
405,1,9.3,20240808
406,2,9.37,20240808
407,0,0.0,20240808
408,0,0.0,20240808
409,1,8.63,20240808
410,0,0.0,20240808
411,4,8.25,20240808
412,2,8.22,20240808
413,0,0.0,20240808
414,50,7.71,20240808
415,0,0.0,20240808
416,1,8.04,20240808
417,0,0.0,20240808
418,1,8.22,20240808
419,3,8.41,20240808
420,0,0.0,20240808
421,2,8.5,20240808
422,5,8.73,20240808
423,0,0.0,20240808
424,0,0.0,20240808
425,0,0.0,20240808
426,0,0.0,20240808
427,0,0.0,20240808
428,0,0.0,20240808
429,1,9.08,20240808
430,1,9.13,20240808
431,0,0.0,20240808
432,0,0.0,20240808
433,0,0.0,20240808
434,1,9.14,20240808
435,1,9.2,20240808
436,0,0.0,20240808
437,0,0.0,20240808
438,0,0.0,20240808
439,0,0.0,20240808
440,4,9.53,20240808
441,0,0.0,20240808
442,8,9.05,20240808
443,1,8.9,20240808
444,0,0.0,20240808
445,3,8.54,20240808
446,0,0.0,20240808
447,2,8.78,20240808
448,2,8.85,20240808
449,0,0.0,20240808
450,4,9.1,20240808
451,1,9.33,20240808
452,0,0.0,20240808
453,0,0.0,20240808
454,0,0.0,20240808
455,0,0.0,20240808
456,0,0.0,20240808
457,0,0.0,20240808
458,0,0.0,20240808
459,0,0.0,20240808
460,0,0.0,20240808
461,0,0.0,20240808
462,0,0.0,20240808
463,0,0.0,20240808
464,1,9.35,20240808
465,0,0.0,20240808
466,0,0.0,20240808
467,0,0.0,20240808
468,0,0.0,20240808
469,0,0.0,20240808
470,8,9.05,20240808
471,1,9.43,20240808
472,0,0.0,20240808
473,0,0.0,20240808
474,0,0.0,20240808
475,2,9.67,20240808
476,0,0.0,20240808
477,0,0.0,20240808
478,0,0.0,20240808
479,0,0.0,20240808
480,0,0.0,20240808
481,0,0.0,20240808
482,0,0.0,20240808
483,1,9.31,20240808
484,1,9.93,20240808
485,0,0.0,20240808
486,1,10.29,20240808
487,0,0.0,20240808
488,0,0.0,20240808
489,10,10.12,20240808
490,0,0.0,20240808
491,0,0.0,20240808
492,0,0.0,20240808
493,1,10.08,20240808
494,6,10.14,20240808
495,7,10.02,20240808
496,0,0.0,20240808
497,0,0.0,20240808
498,0,0.0,20240808
499,0,0.0,20240808
500,0,0.0,20240808
501,0,0.0,20240808
502,0,0.0,20240808
503,0,0.0,20240808
504,0,0.0,20240808
505,1,10.0,20240808
506,2,9.85,20240808
507,5,9.71,20240808
508,0,0.0,20240808
509,1,9.47,20240808
510,0,0.0,20240808
511,0,0.0,20240808
512,3,9.45,20240808
513,0,0.0,20240808
514,0,0.0,20240808
515,0,0.0,20240808
516,0,0.0,20240808
517,0,0.0,20240808
518,0,0.0,20240808
519,0,0.0,20240808
520,0,0.0,20240808
521,0,0.0,20240808
522,0,0.0,20240808
523,0,0.0,20240808
524,6,9.59,20240808
525,0,0.0,20240808
526,0,0.0,20240808
527,0,0.0,20240808
528,0,0.0,20240808
529,1,9.39,20240808
530,2,9.44,20240808
531,0,0.0,20240808
532,2,9.26,20240808
533,2,9.55,20240808
534,0,0.0,20240808
535,4,9.41,20240808
536,2,9.74,20240808
537,0,0.0,20240808
538,1,9.52,20240808
539,2,9.56,20240808
540,2,9.5,20240808
541,1,9.25,20240808
542,0,0.0,20240808
543,0,0.0,20240808
544,0,0.0,20240808
545,1,8.7,20240808
546,0,0.0,20240808
547,50,8.74,20240808
548,0,0.0,20240808
549,1,8.95,20240808
550,1,8.86,20240808
551,5,8.52,20240808
552,0,0.0,20240808
553,0,0.0,20240808
554,0,0.0,20240808
555,0,0.0,20240808
556,0,0.0,20240808
557,1,8.0,20240808
558,0,0.0,20240808
559,0,0.0,20240808
560,1,7.83,20240808
561,0,0.0,20240808
562,0,0.0,20240808
563,0,0.0,20240808
564,1,7.25,20240808
565,1,7.42,20240808
566,2,7.49,20240808
567,3,7.46,20240808
568,1,7.61,20240808
569,0,0.0,20240808
570,0,0.0,20240808
571,0,0.0,20240808
572,0,0.0,20240808
573,0,0.0,20240808
574,0,0.0,20240808
575,0,0.0,20240808
576,0,0.0,20240808
577,10,7.91,20240808
578,1,7.82,20240808
579,0,0.0,20240808
580,0,0.0,20240808
581,0,0.0,20240808
582,0,0.0,20240808
583,1,7.81,20240808
584,16,7.63,20240808
585,0,0.0,20240808
586,0,0.0,20240808
587,34,7.33,20240808
588,100,7.22,20240808
589,0,0.0,20240808
590,0,0.0,20240808
591,0,0.0,20240808
592,1,7.27,20240808
593,2,7.28,20240808
594,0,0.0,20240808
595,0,0.0,20240808
596,0,0.0,20240808
597,0,0.0,20240808
598,0,0.0,20240808
599,1,7.65,20240808
600,0,0.0,20240808
601,0,0.0,20240808
602,1,8.35,20240808
603,0,0.0,20240808
604,0,0.0,20240808
605,0,0.0,20240808
606,0,0.0,20240808
607,3,8.45,20240808
608,0,0.0,20240808
609,1,8.5,20240808
610,0,0.0,20240808
611,0,0.0,20240808
612,0,0.0,20240808
613,4,8.18,20240808
614,0,0.0,20240808
615,1,8.32,20240808
616,0,0.0,20240808
617,1,8.26,20240808
618,1,8.39,20240808
619,2,8.57,20240808
620,0,0.0,20240808
621,0,0.0,20240808
622,0,0.0,20240808
623,0,0.0,20240808
624,1,8.62,20240808
625,1,8.51,20240808
626,0,0.0,20240808
627,0,0.0,20240808
628,0,0.0,20240808
629,1,7.81,20240808
630,0,0.0,20240808
631,0,0.0,20240808
632,0,0.0,20240808
633,0,0.0,20240808
634,0,0.0,20240808
635,0,0.0,20240808
636,0,0.0,20240808
637,0,0.0,20240808
638,0,0.0,20240808
639,0,0.0,20240808
640,0,0.0,20240808
641,1,7.36,20240808
642,0,0.0,20240808
643,1,7.54,20240808
644,0,0.0,20240808
645,0,0.0,20240808
646,0,0.0,20240808
647,0,0.0,20240808
648,0,0.0,20240808
649,5,7.54,20240808
650,0,0.0,20240808
651,0,0.0,20240808
652,0,0.0,20240808
653,1,7.67,20240808
654,0,0.0,20240808
655,4,7.96,20240808
656,2,8.05,20240808
657,0,0.0,20240808
658,2,8.21,20240808
659,0,0.0,20240808
660,0,0.0,20240808
661,1,8.17,20240808
662,0,0.0,20240808
663,0,0.0,20240808
664,1,8.1,20240808
665,2,8.13,20240808
666,0,0.0,20240808
667,0,0.0,20240808
668,1,7.65,20240808
669,21,7.57,20240808
670,12,7.5,20240808
671,1,7.28,20240808
672,0,0.0,20240808
673,5,7.15,20240808
674,0,0.0,20240808
675,0,0.0,20240808
676,200,7.22,20240808
677,2,7.17,20240808
678,3,7.12,20240808
679,2,7.35,20240808
680,7,7.78,20240808
681,1,8.03,20240808
682,0,0.0,20240808
683,0,0.0,20240808
684,1,8.1,20240808
685,1,7.99,20240808
686,1,8.1,20240808
687,10,8.0,20240808
688,0,0.0,20240808
689,1,8.04,20240808
690,1,8.03,20240808
691,1,8.15,20240808
692,0,0.0,20240808
693,1,8.14,20240808
694,1,7.95,20240808
695,6,8.01,20240808
696,0,0.0,20240808
697,0,0.0,20240808
698,0,0.0,20240808
699,2,8.14,20240808
700,3,8.26,20240808
701,7,8.25,20240808
702,5,8.13,20240808
703,1,7.99,20240808
704,0,0.0,20240808
705,2,7.63,20240808
706,2,7.56,20240808
707,61,7.55,20240808
708,2,7.71,20240808
709,9,7.98,20240808
710,0,0.0,20240808
711,8,7.9,20240808
712,1,8.1,20240808
713,1,8.0,20240808
714,1,7.9,20240808
715,7,7.66,20240808
716,2,7.75,20240808
717,2,7.6,20240808
718,0,0.0,20240808
719,5,7.81,20240808
720,10,7.88,20240808
721,7,8.0,20240808
722,10,7.65,20240808
723,5,7.8,20240808
724,2,7.54,20240808
725,40,7.54,20240808
726,2,7.07,20240808
727,2,6.82,20240808
728,3,7.01,20240808
729,8,6.69,20240808
730,3,6.81,20240808
731,21,6.97,20240808
732,9,7.03,20240808
733,2,7.4,20240808
734,24,7.3,20240808
735,3,6.84,20240808
736,21,6.79,20240808
737,18,6.95,20240808
738,2,6.81,20240808
739,4,6.49,20240808
740,1,6.65,20240808
741,1,6.48,20240808
742,0,0.0,20240808
743,1,6.35,20240808
744,7,6.48,20240808
745,13,6.64,20240808
746,15,7.0,20240808
747,12,6.95,20240808
748,8,6.78,20240808
749,28,6.45,20240808
750,10,6.38,20240808
751,51,6.21,20240808
752,2,5.76,20240808
753,8,5.8,20240808
754,23,5.73,20240808
755,103,5.95,20240808
756,13,5.8,20240808
757,100,5.43,20240808
758,58,5.26,20240808
759,96,4.88,20240808
760,180,4.66,20240808
761,105,4.65,20240808
762,63,4.55,20240808
763,32,4.85,20240808
764,7,5.35,20240808
765,92,5.18,20240808
766,9,5.12,20240808
767,10,5.41,20240808
768,34,5.52,20240808
769,32,5.4,20240808
770,59,5.07,20240808
771,7,5.23,20240808
772,54,5.24,20240808
773,18,5.3,20240808
774,15,5.6,20240808
775,15,5.46,20240808
776,22,5.4,20240808
777,15,5.1,20240808
778,30,5.11,20240808
779,77,5.3,20240808
780,232,5.54,20240808
781,23,3.74,20240807
782,32,3.62,20240807
783,62,3.66,20240807
784,60,3.6,20240807
785,7,3.7,20240807
786,29,3.81,20240807
787,15,4.21,20240807
788,5,4.15,20240807
789,23,4.26,20240807
790,23,4.42,20240807
791,5,4.7,20240807
792,73,4.67,20240807
793,19,4.59,20240807
794,74,4.77,20240807
795,1,4.55,20240807
796,13,4.51,20240807
797,118,4.47,20240807
798,10,4.62,20240807
799,44,4.68,20240807
800,17,4.64,20240807
801,5,4.76,20240807
802,33,4.8,20240807
803,67,4.98,20240807
804,2,4.88,20240807
805,5,4.66,20240807
806,18,4.62,20240807
807,26,4.93,20240807
808,92,4.88,20240807
809,7,4.54,20240807
810,19,4.57,20240807
811,18,4.79,20240807
812,21,4.7,20240807
813,16,4.6,20240807
814,7,4.61,20240807
815,13,4.75,20240807
816,4,4.73,20240807
817,10,4.7,20240807
818,6,4.8,20240807
819,56,4.97,20240807
820,122,5.22,20240807
821,124,4.93,20240807
822,87,4.93,20240807
823,40,4.8,20240807
824,17,4.78,20240807
825,7,4.73,20240807
826,119,4.56,20240807
827,19,4.66,20240807
828,4,4.93,20240807
829,136,4.95,20240807
830,11,4.88,20240807
831,28,4.77,20240807
832,110,4.9,20240807
833,128,4.73,20240807
834,44,4.97,20240807
835,26,4.87,20240807
836,45,4.95,20240807
837,14,4.75,20240807
838,91,4.64,20240807
839,17,4.21,20240807
840,1,4.16,20240807
841,52,4.11,20240807
842,72,4.27,20240807
843,182,4.21,20240807
844,224,4.13,20240807
845,50,4.31,20240807
846,3,4.11,20240807
847,40,4.03,20240807
848,0,0.0,20240807
849,14,3.99,20240807
850,25,4.2,20240807
851,52,4.21,20240807
852,53,4.03,20240807
853,30,4.1,20240807
854,36,4.48,20240807
855,0,0.0,20240807
856,20,4.38,20240807
857,30,4.46,20240807
858,18,4.5,20240807
859,17,4.65,20240807
860,11,4.57,20240807
861,0,0.0,20240807
862,11,4.37,20240807
863,18,4.33,20240807
864,44,4.34,20240807
865,8,4.29,20240807
866,16,4.37,20240807
867,12,4.47,20240807
868,5,4.37,20240807
869,42,4.44,20240807
870,15,4.64,20240807
871,45,4.69,20240807
872,4,4.64,20240807
873,19,4.72,20240807
874,8,4.85,20240807
875,215,4.83,20240807
876,17,4.55,20240807
877,40,4.64,20240807
878,126,4.53,20240807
879,7,4.63,20240807
880,26,4.44,20240807
881,187,4.44,20240807
882,19,4.32,20240807
883,44,4.53,20240807
884,25,4.37,20240807
885,35,4.46,20240807
886,10,4.56,20240807
887,24,4.57,20240807
888,29,4.75,20240807
889,109,4.77,20240807
890,35,4.85,20240807
891,0,0.0,20240807
892,25,4.96,20240807
893,24,4.9,20240807
894,6,5.06,20240807
895,3,5.26,20240807
896,16,5.08,20240807
897,72,5.18,20240807
898,25,5.29,20240807
899,26,5.27,20240807
900,17,5.3,20240807
901,5,5.33,20240807
902,9,5.15,20240807
903,28,5.26,20240807
904,4,5.21,20240807
905,6,5.34,20240807
906,6,5.48,20240807
907,7,5.35,20240807
908,15,5.35,20240807
909,4,5.52,20240807
910,8,5.55,20240807
911,1,5.58,20240807
912,0,0.0,20240807
913,0,0.0,20240807
914,2,6.11,20240807
915,2,6.11,20240807
916,0,0.0,20240807
917,31,6.07,20240807
918,1,6.22,20240807
919,20,6.52,20240807
920,0,0.0,20240807
921,0,0.0,20240807
922,1,6.65,20240807
923,1,6.42,20240807
924,34,6.42,20240807
925,4,6.41,20240807
926,12,6.44,20240807
927,0,0.0,20240807
928,1,6.28,20240807
929,24,6.37,20240807
930,0,0.0,20240807
931,0,0.0,20240807
932,39,6.29,20240807
933,11,6.33,20240807
934,1,6.51,20240807
935,32,6.55,20240807
936,7,6.28,20240807
937,5,6.16,20240807
938,1,6.18,20240807
939,5,5.97,20240807
940,3,6.0,20240807
941,23,5.76,20240807
942,3,5.67,20240807
943,11,5.85,20240807
944,1,5.98,20240807
945,3,5.89,20240807
946,51,5.98,20240807
947,17,6.09,20240807
948,53,5.93,20240807
949,48,6.0,20240807
950,2,6.36,20240807
951,4,6.31,20240807
952,2,6.79,20240807
953,9,6.85,20240807
954,9,6.92,20240807
955,4,6.75,20240807
956,10,6.76,20240807
957,29,6.7,20240807
958,5,6.63,20240807
959,1,7.01,20240807
960,1,6.99,20240807
961,0,0.0,20240807
962,3,6.99,20240807
963,1,7.2,20240807
964,2,7.2,20240807
965,3,7.1,20240807
966,3,6.97,20240807
967,12,6.91,20240807
968,0,0.0,20240807
969,0,0.0,20240807
970,3,6.96,20240807
971,1,7.25,20240807
972,0,0.0,20240807
973,0,0.0,20240807
974,0,0.0,20240807
975,0,0.0,20240807
976,3,7.55,20240807
977,0,0.0,20240807
978,0,0.0,20240807
979,0,0.0,20240807
980,0,0.0,20240807
981,0,0.0,20240807
982,0,0.0,20240807
983,1,8.18,20240807
984,2,8.5,20240807
985,0,0.0,20240807
986,0,0.0,20240807
987,0,0.0,20240807
988,0,0.0,20240807
989,0,0.0,20240807
990,0,0.0,20240807
991,0,0.0,20240807
992,0,0.0,20240807
993,0,0.0,20240807
994,0,0.0,20240807
995,0,0.0,20240807
996,0,0.0,20240807
997,0,0.0,20240807
998,0,0.0,20240807
999,0,0.0,20240807
1000,0,0.0,20240807
1001,0,0.0,20240807
1002,0,0.0,20240807
1003,0,0.0,20240807
1004,0,0.0,20240807
1005,0,0.0,20240807
1006,1,7.97,20240807
1007,0,0.0,20240807
1008,10,7.91,20240807
1009,0,0.0,20240807
1010,1,7.83,20240807
1011,0,0.0,20240807
1012,0,0.0,20240807
1013,0,0.0,20240807
1014,0,0.0,20240807
1015,0,0.0,20240807
1016,2,7.5,20240807
1017,4,8.0,20240807
1018,0,0.0,20240807
1019,1,8.31,20240807
1020,0,0.0,20240807
1021,0,0.0,20240807
1022,0,0.0,20240807
1023,0,0.0,20240807
1024,0,0.0,20240807
1025,0,0.0,20240807
1026,0,0.0,20240807
1027,0,0.0,20240807
1028,0,0.0,20240807
1029,0,0.0,20240807
1030,1,8.44,20240807
1031,0,0.0,20240807
1032,0,0.0,20240807
1033,0,0.0,20240807
1034,1,8.23,20240807
1035,9,8.47,20240807
1036,0,0.0,20240807
1037,0,0.0,20240807
1038,0,0.0,20240807
1039,0,0.0,20240807
1040,0,0.0,20240807
1041,0,0.0,20240807
1042,0,0.0,20240807
1043,0,0.0,20240807
1044,0,0.0,20240807
1045,0,0.0,20240807
1046,0,0.0,20240807
1047,0,0.0,20240807
1048,0,0.0,20240807
1049,0,0.0,20240807
1050,0,0.0,20240807
1051,0,0.0,20240807
1052,0,0.0,20240807
1053,0,0.0,20240807
1054,0,0.0,20240807
1055,1,9.49,20240807
1056,0,0.0,20240807
1057,0,0.0,20240807
1058,0,0.0,20240807
1059,0,0.0,20240807
1060,1,9.52,20240807
1061,0,0.0,20240807
1062,0,0.0,20240807
1063,1,9.66,20240807
1064,1,9.73,20240807
1065,1,10.06,20240807
1066,0,0.0,20240807
1067,0,0.0,20240807
1068,0,0.0,20240807
1069,0,0.0,20240807
1070,0,0.0,20240807
1071,0,0.0,20240807
1072,0,0.0,20240807
1073,0,0.0,20240807
1074,0,0.0,20240807
1075,0,0.0,20240807
1076,0,0.0,20240807
1077,0,0.0,20240807
1078,0,0.0,20240807
1079,0,0.0,20240807
1080,0,0.0,20240807
1081,0,0.0,20240807
1082,0,0.0,20240807
1083,1,10.3,20240807
1084,0,0.0,20240807
1085,0,0.0,20240807
1086,0,0.0,20240807
1087,0,0.0,20240807
1088,0,0.0,20240807
1089,0,0.0,20240807
1090,0,0.0,20240807
1091,0,0.0,20240807
1092,0,0.0,20240807
1093,0,0.0,20240807
1094,0,0.0,20240807
1095,0,0.0,20240807
1096,10,10.15,20240807
1097,0,0.0,20240807
1098,10,9.44,20240807
1099,0,0.0,20240807
1100,0,0.0,20240807
1101,0,0.0,20240807
1102,0,0.0,20240807
1103,0,0.0,20240807
1104,4,9.24,20240807
1105,0,0.0,20240807
1106,0,0.0,20240807
1107,0,0.0,20240807
1108,1,9.54,20240807
1109,0,0.0,20240807
1110,0,0.0,20240807
1111,0,0.0,20240807
1112,1,8.97,20240807
1113,0,0.0,20240807
1114,0,0.0,20240807
1115,0,0.0,20240807
1116,0,0.0,20240807
1117,0,0.0,20240807
1118,1,10.0,20240807
1119,0,0.0,20240807
1120,0,0.0,20240807
1121,0,0.0,20240807
1122,4,9.96,20240807
1123,0,0.0,20240807
1124,0,0.0,20240807
1125,2,10.39,20240807
1126,0,0.0,20240807
1127,0,0.0,20240807
1128,0,0.0,20240807
1129,0,0.0,20240807
1130,0,0.0,20240807
1131,0,0.0,20240807
1132,0,0.0,20240807
1133,1,10.54,20240807
1134,1,10.66,20240807
1135,3,10.14,20240807
1136,0,0.0,20240807
1137,0,0.0,20240807
1138,0,0.0,20240807
1139,1,11.21,20240807
1140,0,0.0,20240807
1141,0,0.0,20240807
1142,0,0.0,20240807
1143,0,0.0,20240807
1144,0,0.0,20240807
1145,2,10.1,20240807
1146,31,10.36,20240807
1147,0,0.0,20240807
1148,5,10.25,20240807
1149,0,0.0,20240807
1150,0,0.0,20240807
1151,0,0.0,20240807
